C:\Users\Cogneuro\Desktop\첨복fMRI_FCSL\ASRT_main\ASRT_dog_3T_fMRI_800_600_Run1-24-1.edat3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,EList,ExperimentVersion,Group,Instr1.DEVICE,Instr2.DEVICE,Name,RandomSeed,RList[Session],RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,Fixation1.ACC,Fixation1.CRESP,Fixation1.DEVICE,Fixation1.DurationError,Fixation1.OnsetDelay,Fixation1.OnsetTime,Fixation1.OnsetToOnsetTime,Fixation1.RESP,Fixation1.RT,Fixation1.RTTime,ImageDisplay1.ACC,ImageDisplay1.CRESP,ImageDisplay1.DEVICE,ImageDisplay1.DurationError,ImageDisplay1.OnsetDelay,ImageDisplay1.OnsetTime,ImageDisplay1.OnsetToOnsetTime,ImageDisplay1.RESP,ImageDisplay1.RT,ImageDisplay1.RTTime,ImageDisplay2.ACC,ImageDisplay2.CRESP,ImageDisplay2.DEVICE,ImageDisplay2.DurationError,ImageDisplay2.OnsetDelay,ImageDisplay2.OnsetTime,ImageDisplay2.OnsetToOnsetTime,ImageDisplay2.RESP,ImageDisplay2.RT,ImageDisplay2.RTTime,MenuItem,Procedure[Block],Run1,Run1.Cycle,Run1.Sample,Running[Block],RunNum,Trial,BlockList,BlockList.Cycle,BlockList.Sample,Fixation14.ACC,Fixation14.CRESP,Fixation14.DEVICE,Fixation14.DurationError,Fixation14.OnsetDelay,Fixation14.OnsetTime,Fixation14.OnsetToOnsetTime,Fixation14.RESP,Fixation14.RT,Fixation14.RTTime,PracBlockList2,PracBlockList2.Cycle,PracBlockList2.Sample,Procedure[Trial],Running[Trial],SubTrial,CorrectResponse,DisplayBlack.ACC,DisplayBlack.CRESP,DisplayBlack.DEVICE,DisplayBlack.DurationError,DisplayBlack.OnsetDelay,DisplayBlack.OnsetTime,DisplayBlack.OnsetToOnsetTime,DisplayBlack.RESP,DisplayBlack.RT,DisplayBlack.RTTime,DisplayLetter.ACC,DisplayLetter.CRESP,DisplayLetter.DEVICE,DisplayLetter.DurationError,DisplayLetter.OnsetDelay,DisplayLetter.OnsetTime,DisplayLetter.OnsetToOnsetTime,DisplayLetter.RESP,DisplayLetter.RT,DisplayLetter.RTTime,EBList,event,finalRT,firstACC,firstON,firstRESP,firstRT,ImageFile1,ImageFile2,LearnTrialList,LearnTrialList.Cycle,LearnTrialList.Sample,PracTrialList,PracTrialList.Cycle,PracTrialList.Sample,PracTrialList3,PracTrialList3.Cycle,PracTrialList3.Sample,Procedure[SubTrial],RList[SubTrial],Running[SubTrial],TrialType
ASRT_dog_3T_fMRI_800_600_Run1,24,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2630632973476</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-24-1,60.317,EBList,1.0.0.778,1,Keyboard,Keyboard,24,2113757683,RList,Full,3.0.3.60,3.0.3.60,04-05-2019,2019-04-05 오전 3:24:03,12:24:03,3.0.3.43,1,0,,Keyboard,-999999,14,357726,0,s,11043,368769,0,,Keyboard,-999999,10,1394772,0,{SPACE},24220,1418992,0,,Keyboard,-999999,3,374272,0,s,497,374769,Press,PressRunProc1,1,1,1,Run1,1,1,,,,0,,Keyboard,-999999,4,434273,0,s,496,434769,1,1,1,PracBlockProc2,PracBlockList2,1,1,,,,,,,,,,,1,1,Keyboard,-12,12,375101,0,1,319,375420,,1,319,1,375101,1,319,Images\B1.bmp,Images\B1.bmp,,,,,,,1,1,1,TrialProc,1,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,24,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2630632973476</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-24-1,60.317,EBList,1.0.0.778,1,Keyboard,Keyboard,24,2113757683,RList,Full,3.0.3.60,3.0.3.60,04-05-2019,2019-04-05 오전 3:24:03,12:24:03,3.0.3.43,1,0,,Keyboard,-999999,14,357726,0,s,11043,368769,0,,Keyboard,-999999,10,1394772,0,{SPACE},24220,1418992,0,,Keyboard,-999999,3,374272,0,s,497,374769,Press,PressRunProc1,1,1,1,Run1,1,1,,,,0,,Keyboard,-999999,4,434273,0,s,496,434769,1,1,1,PracBlockProc2,PracBlockList2,2,2,,,,,,,,,,,0,2,Keyboard,-6,6,375715,0,3,368,376083,,2,,0,375715,3,368,Images\B2.bmp,Images\B2.bmp,,,,,,,1,2,2,TrialProc,2,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,24,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2630632973476</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-24-1,60.317,EBList,1.0.0.778,1,Keyboard,Keyboard,24,2113757683,RList,Full,3.0.3.60,3.0.3.60,04-05-2019,2019-04-05 오전 3:24:03,12:24:03,3.0.3.43,1,0,,Keyboard,-999999,14,357726,0,s,11043,368769,0,,Keyboard,-999999,10,1394772,0,{SPACE},24220,1418992,0,,Keyboard,-999999,3,374272,0,s,497,374769,Press,PressRunProc1,1,1,1,Run1,1,1,,,,0,,Keyboard,-999999,4,434273,0,s,496,434769,1,1,1,PracBlockProc2,PracBlockList2,3,3,,,,,,,,,,,1,3,Keyboard,-16,16,376345,0,3,376,376721,,3,376,1,376345,3,376,Images\B3.bmp,Images\B3.bmp,,,,,,,1,3,3,TrialProc,3,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,24,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2630632973476</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-24-1,60.317,EBList,1.0.0.778,1,Keyboard,Keyboard,24,2113757683,RList,Full,3.0.3.60,3.0.3.60,04-05-2019,2019-04-05 오전 3:24:03,12:24:03,3.0.3.43,1,0,,Keyboard,-999999,14,357726,0,s,11043,368769,0,,Keyboard,-999999,10,1394772,0,{SPACE},24220,1418992,0,,Keyboard,-999999,3,374272,0,s,497,374769,Press,PressRunProc1,1,1,1,Run1,1,1,,,,0,,Keyboard,-999999,4,434273,0,s,496,434769,1,1,1,PracBlockProc2,PracBlockList2,4,3,,,,,,,,,,,1,3,Keyboard,-9,9,376958,0,3,318,377276,,3,318,1,376958,3,318,Images\B3.bmp,Images\B3.bmp,,,,,,,1,4,4,TrialProc,3,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,24,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2630632973476</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-24-1,60.317,EBList,1.0.0.778,1,Keyboard,Keyboard,24,2113757683,RList,Full,3.0.3.60,3.0.3.60,04-05-2019,2019-04-05 오전 3:24:03,12:24:03,3.0.3.43,1,0,,Keyboard,-999999,14,357726,0,s,11043,368769,0,,Keyboard,-999999,10,1394772,0,{SPACE},24220,1418992,0,,Keyboard,-999999,3,374272,0,s,497,374769,Press,PressRunProc1,1,1,1,Run1,1,1,,,,0,,Keyboard,-999999,4,434273,0,s,496,434769,1,1,1,PracBlockProc2,PracBlockList2,5,1,,,,,,,,,,,1,1,Keyboard,-3,3,377572,0,1,300,377872,,1,300,1,377572,1,300,Images\B1.bmp,Images\B1.bmp,,,,,,,1,5,5,TrialProc,1,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,24,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2630632973476</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-24-1,60.317,EBList,1.0.0.778,1,Keyboard,Keyboard,24,2113757683,RList,Full,3.0.3.60,3.0.3.60,04-05-2019,2019-04-05 오전 3:24:03,12:24:03,3.0.3.43,1,0,,Keyboard,-999999,14,357726,0,s,11043,368769,0,,Keyboard,-999999,10,1394772,0,{SPACE},24220,1418992,0,,Keyboard,-999999,3,374272,0,s,497,374769,Press,PressRunProc1,1,1,1,Run1,1,1,,,,0,,Keyboard,-999999,4,434273,0,s,496,434769,1,1,1,PracBlockProc2,PracBlockList2,6,3,,,,,,,,,,,1,3,Keyboard,-13,13,378202,0,3,286,378488,,3,286,1,378202,3,286,Images\B3.bmp,Images\B3.bmp,,,,,,,1,6,6,TrialProc,3,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,24,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2630632973476</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-24-1,60.317,EBList,1.0.0.778,1,Keyboard,Keyboard,24,2113757683,RList,Full,3.0.3.60,3.0.3.60,04-05-2019,2019-04-05 오전 3:24:03,12:24:03,3.0.3.43,1,0,,Keyboard,-999999,14,357726,0,s,11043,368769,0,,Keyboard,-999999,10,1394772,0,{SPACE},24220,1418992,0,,Keyboard,-999999,3,374272,0,s,497,374769,Press,PressRunProc1,1,1,1,Run1,1,1,,,,0,,Keyboard,-999999,4,434273,0,s,496,434769,1,1,1,PracBlockProc2,PracBlockList2,7,4,,,,,,,,,,,1,4,Keyboard,-6,6,378815,0,4,376,379191,,4,376,1,378815,4,376,Images\B4.bmp,Images\B4.bmp,,,,,,,1,7,7,TrialProc,4,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,24,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2630632973476</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-24-1,60.317,EBList,1.0.0.778,1,Keyboard,Keyboard,24,2113757683,RList,Full,3.0.3.60,3.0.3.60,04-05-2019,2019-04-05 오전 3:24:03,12:24:03,3.0.3.43,1,0,,Keyboard,-999999,14,357726,0,s,11043,368769,0,,Keyboard,-999999,10,1394772,0,{SPACE},24220,1418992,0,,Keyboard,-999999,3,374272,0,s,497,374769,Press,PressRunProc1,1,1,1,Run1,1,1,,,,0,,Keyboard,-999999,4,434273,0,s,496,434769,1,1,1,PracBlockProc2,PracBlockList2,8,2,,,,,,,,,,,1,2,Keyboard,-16,16,379445,0,2,334,379779,,2,334,1,379445,2,334,Images\B2.bmp,Images\B2.bmp,,,,,,,1,8,8,TrialProc,2,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,24,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2630632973476</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-24-1,60.317,EBList,1.0.0.778,1,Keyboard,Keyboard,24,2113757683,RList,Full,3.0.3.60,3.0.3.60,04-05-2019,2019-04-05 오전 3:24:03,12:24:03,3.0.3.43,1,0,,Keyboard,-999999,14,357726,0,s,11043,368769,0,,Keyboard,-999999,10,1394772,0,{SPACE},24220,1418992,0,,Keyboard,-999999,3,374272,0,s,497,374769,Press,PressRunProc1,1,1,1,Run1,1,1,,,,0,,Keyboard,-999999,4,434273,0,s,496,434769,1,1,1,PracBlockProc2,PracBlockList2,9,3,,,,,,,,,,,1,3,Keyboard,-9,9,380058,0,3,332,380390,,3,332,1,380058,3,332,Images\B3.bmp,Images\B3.bmp,,,,,,,1,9,9,TrialProc,3,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,24,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2630632973476</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-05T03:24:02Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-24-1,60.317,EBList,1.0.0.778,1,Keyboard,Keyboard,24,2113757683,RList,Full,3.0.3.60,3.0.3.60,04-05-2019,2019-04-05 오전 3:24:03,12:24:03,3.0.3.43,1,0,,Keyboard,-999999,14,357726,0,s,11043,368769,0,,Keyboard,-999999,10,1394772,0,{SPACE},24220,1418992,0,,Keyboard,-999999,3,374272,0,s,497,374769,Press,PressRunProc1,1,1,1,Run1,1,1,,,,0,,Keyboard,-999999,4,434273,0,s,496,434769,1,1,1,PracBlockProc2,PracBlockList2,10,4,,,,,,,,,,,1,4,Keyboard,-3,3,380672,0,4,347,381019,,4,347,1,380672,4,347,Images\B4.bmp,Images\B4.bmp,,,,,,,1,10,10,TrialProc,4,PracTrialList3,Prac
