C:\Users\Cogneuro\Desktop\첨복fMRI_FCSL\ASRT_main\ASRT_dog_3T_fMRI_800_600_Run3-3-1.edat3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,EList,EndMsg.DEVICE,ExperimentVersion,Group,Name,RandomSeed,RList[Session],RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,Fixation1.ACC,Fixation1.CRESP,Fixation1.DEVICE,Fixation1.DurationError,Fixation1.OnsetDelay,Fixation1.OnsetTime,Fixation1.OnsetToOnsetTime,Fixation1.RESP,Fixation1.RT,Fixation1.RTTime,ImageDisplay2.ACC,ImageDisplay2.CRESP,ImageDisplay2.DEVICE,ImageDisplay2.DurationError,ImageDisplay2.OnsetDelay,ImageDisplay2.OnsetTime,ImageDisplay2.OnsetToOnsetTime,ImageDisplay2.RESP,ImageDisplay2.RT,ImageDisplay2.RTTime,MenuItem,Procedure[Block],Run3,Run3.Cycle,Run3.Sample,Running[Block],RunNum,Trial,BlockList,BlockList.Cycle,BlockList.Sample,DisplayLetter.DEVICE[Trial],Fixation14.ACC,Fixation14.CRESP,Fixation14.DEVICE,Fixation14.DurationError,Fixation14.OnsetDelay,Fixation14.OnsetTime,Fixation14.OnsetToOnsetTime,Fixation14.RESP,Fixation14.RT,Fixation14.RTTime,Procedure[Trial],Running[Trial],SubTrial,CorrectResponse,DisplayBlack.ACC,DisplayBlack.CRESP,DisplayBlack.DEVICE,DisplayBlack.DurationError,DisplayBlack.OnsetDelay,DisplayBlack.OnsetTime,DisplayBlack.OnsetToOnsetTime,DisplayBlack.RESP,DisplayBlack.RT,DisplayBlack.RTTime,DisplayLetter.ACC,DisplayLetter.CRESP,DisplayLetter.DEVICE[SubTrial],DisplayLetter.DurationError,DisplayLetter.OnsetDelay,DisplayLetter.OnsetTime,DisplayLetter.OnsetToOnsetTime,DisplayLetter.RESP,DisplayLetter.RT,DisplayLetter.RTTime,EBList,event,finalRT,firstACC,firstON,firstRESP,firstRT,ImageFile1,ImageFile2,LearnTrialList,LearnTrialList.Cycle,LearnTrialList.Sample,PracTrialList,PracTrialList.Cycle,PracTrialList.Sample,Procedure[SubTrial],RList[SubTrial],Running[SubTrial],TrialType
ASRT_dog_3T_fMRI_800_600_Run3,3,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">46699252060</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run3-3-1,60.317,EBList,Keyboard,1.0.0.665,1,3,-542716841,RList,Full,3.0.3.60,3.0.3.60,03-19-2019,2019-03-19 오전 1:04:57,10:04:57,3.0.3.43,1,0,,Keyboard,-999999,22,7142,0,s,27927,35069,0,,Keyboard,-999999,13,40582,0,s,487,41069,Press,PressRunProc2,1,1,1,Run3,3,1,1,1,1,,0,,Keyboard,-999999,13,100582,0,s,487,101069,BlockProc,BlockList,1,3,,,,,,,,,,,1,3,Keyboard,-5,5,41394,0,3,308,41702,,3,308,1,41394,3,308,Images\B3.bmp,Images\B3.bmp,,,,1,1,1,TrialProc,3,PracTrialList,Prac
ASRT_dog_3T_fMRI_800_600_Run3,3,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">46699252060</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run3-3-1,60.317,EBList,Keyboard,1.0.0.665,1,3,-542716841,RList,Full,3.0.3.60,3.0.3.60,03-19-2019,2019-03-19 오전 1:04:57,10:04:57,3.0.3.43,1,0,,Keyboard,-999999,22,7142,0,s,27927,35069,0,,Keyboard,-999999,13,40582,0,s,487,41069,Press,PressRunProc2,1,1,1,Run3,3,1,1,1,1,,0,,Keyboard,-999999,13,100582,0,s,487,101069,BlockProc,BlockList,2,3,,,,,,,,,,,1,3,Keyboard,-15,15,42024,0,3,329,42353,,3,329,1,42024,3,329,Images\B3.bmp,Images\B3.bmp,,,,1,2,2,TrialProc,3,PracTrialList,Prac
ASRT_dog_3T_fMRI_800_600_Run3,3,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">46699252060</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run3-3-1,60.317,EBList,Keyboard,1.0.0.665,1,3,-542716841,RList,Full,3.0.3.60,3.0.3.60,03-19-2019,2019-03-19 오전 1:04:57,10:04:57,3.0.3.43,1,0,,Keyboard,-999999,22,7142,0,s,27927,35069,0,,Keyboard,-999999,13,40582,0,s,487,41069,Press,PressRunProc2,1,1,1,Run3,3,1,1,1,1,,0,,Keyboard,-999999,13,100582,0,s,487,101069,BlockProc,BlockList,3,1,,,,,,,,,,,1,1,Keyboard,-9,9,42638,0,1,345,42983,,1,345,1,42638,1,345,Images\B1.bmp,Images\B1.bmp,,,,1,3,3,TrialProc,1,PracTrialList,Prac
ASRT_dog_3T_fMRI_800_600_Run3,3,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">46699252060</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run3-3-1,60.317,EBList,Keyboard,1.0.0.665,1,3,-542716841,RList,Full,3.0.3.60,3.0.3.60,03-19-2019,2019-03-19 오전 1:04:57,10:04:57,3.0.3.43,1,0,,Keyboard,-999999,22,7142,0,s,27927,35069,0,,Keyboard,-999999,13,40582,0,s,487,41069,Press,PressRunProc2,1,1,1,Run3,3,1,1,1,1,,0,,Keyboard,-999999,13,100582,0,s,487,101069,BlockProc,BlockList,4,4,,,,,,,,,,,1,4,Keyboard,-2,2,43251,0,4,381,43632,,4,381,1,43251,4,381,Images\B4.bmp,Images\B4.bmp,,,,1,4,4,TrialProc,4,PracTrialList,Prac
ASRT_dog_3T_fMRI_800_600_Run3,3,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">46699252060</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run3-3-1,60.317,EBList,Keyboard,1.0.0.665,1,3,-542716841,RList,Full,3.0.3.60,3.0.3.60,03-19-2019,2019-03-19 오전 1:04:57,10:04:57,3.0.3.43,1,0,,Keyboard,-999999,22,7142,0,s,27927,35069,0,,Keyboard,-999999,13,40582,0,s,487,41069,Press,PressRunProc2,1,1,1,Run3,3,1,1,1,1,,0,,Keyboard,-999999,13,100582,0,s,487,101069,BlockProc,BlockList,5,3,,,,,,,,,,,1,3,Keyboard,-12,12,43881,0,3,441,44322,,3,441,1,43881,3,441,Images\B3.bmp,Images\B3.bmp,,,,1,5,5,TrialProc,3,PracTrialList,Prac
ASRT_dog_3T_fMRI_800_600_Run3,3,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">46699252060</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run3-3-1,60.317,EBList,Keyboard,1.0.0.665,1,3,-542716841,RList,Full,3.0.3.60,3.0.3.60,03-19-2019,2019-03-19 오전 1:04:57,10:04:57,3.0.3.43,1,0,,Keyboard,-999999,22,7142,0,s,27927,35069,0,,Keyboard,-999999,13,40582,0,s,487,41069,Press,PressRunProc2,1,1,1,Run3,3,1,1,1,1,,0,,Keyboard,-999999,13,100582,0,s,487,101069,BlockProc,BlockList,6,1,1,1,Keyboard,-5,5,44494,0,1,332,44826,,,,,,,,,,,1,1,332,1,44494,1,332,Images\R1.bmp,Images\B1.bmp,1,1,1,,,,TrialProc2,RList,LearnTrialList,P
ASRT_dog_3T_fMRI_800_600_Run3,3,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">46699252060</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run3-3-1,60.317,EBList,Keyboard,1.0.0.665,1,3,-542716841,RList,Full,3.0.3.60,3.0.3.60,03-19-2019,2019-03-19 오전 1:04:57,10:04:57,3.0.3.43,1,0,,Keyboard,-999999,22,7142,0,s,27927,35069,0,,Keyboard,-999999,13,40582,0,s,487,41069,Press,PressRunProc2,1,1,1,Run3,3,1,1,1,1,,0,,Keyboard,-999999,13,100582,0,s,487,101069,BlockProc,BlockList,7,1,,,,,,,,,,,1,1,Keyboard,-15,15,45124,0,1,230,45354,,1,230,1,45124,1,230,Images\B1.bmp,Images\B1.bmp,2,1,2,,,,TrialProc,1,LearnTrialList,R
ASRT_dog_3T_fMRI_800_600_Run3,3,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">46699252060</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run3-3-1,60.317,EBList,Keyboard,1.0.0.665,1,3,-542716841,RList,Full,3.0.3.60,3.0.3.60,03-19-2019,2019-03-19 오전 1:04:57,10:04:57,3.0.3.43,1,0,,Keyboard,-999999,22,7142,0,s,27927,35069,0,,Keyboard,-999999,13,40582,0,s,487,41069,Press,PressRunProc2,1,1,1,Run3,3,1,1,1,1,,0,,Keyboard,-999999,13,100582,0,s,487,101069,BlockProc,BlockList,8,3,0,3,Keyboard,-9,9,45738,0,1,229,45967,,,,,,,,,,,3,3,,0,45738,1,229,Images\R1.bmp,Images\B3.bmp,3,1,3,,,,TrialProc2,RList,LearnTrialList,P
ASRT_dog_3T_fMRI_800_600_Run3,3,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">46699252060</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run3-3-1,60.317,EBList,Keyboard,1.0.0.665,1,3,-542716841,RList,Full,3.0.3.60,3.0.3.60,03-19-2019,2019-03-19 오전 1:04:57,10:04:57,3.0.3.43,1,0,,Keyboard,-999999,22,7142,0,s,27927,35069,0,,Keyboard,-999999,13,40582,0,s,487,41069,Press,PressRunProc2,1,1,1,Run3,3,1,1,1,1,,0,,Keyboard,-999999,13,100582,0,s,487,101069,BlockProc,BlockList,9,1,,,,,,,,,,,1,1,Keyboard,-2,2,46351,0,1,350,46701,,1,350,1,46351,1,350,Images\B1.bmp,Images\B1.bmp,4,1,4,,,,TrialProc,1,LearnTrialList,R
ASRT_dog_3T_fMRI_800_600_Run3,3,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">46699252060</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-19T01:04:56Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run3-3-1,60.317,EBList,Keyboard,1.0.0.665,1,3,-542716841,RList,Full,3.0.3.60,3.0.3.60,03-19-2019,2019-03-19 오전 1:04:57,10:04:57,3.0.3.43,1,0,,Keyboard,-999999,22,7142,0,s,27927,35069,0,,Keyboard,-999999,13,40582,0,s,487,41069,Press,PressRunProc2,1,1,1,Run3,3,1,1,1,1,,0,,Keyboard,-999999,13,100582,0,s,487,101069,BlockProc,BlockList,10,2,1,2,Keyboard,-12,12,46981,0,2,381,47362,,,,,,,,,,,2,2,381,1,46981,2,381,Images\R1.bmp,Images\B2.bmp,5,1,5,,,,TrialProc2,RList,LearnTrialList,P
