C:\Users\Cogneuro\Desktop\첨복fMRI_FCSL\ASRT_main\ASRT_dog_3T_fMRI_800_600_Run1-13-1.edat3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,EList,ExperimentVersion,Group,Instr1.DEVICE,Instr2.DEVICE,Name,RandomSeed,RList[Session],RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,Fixation1.ACC,Fixation1.CRESP,Fixation1.DEVICE,Fixation1.DurationError,Fixation1.OnsetDelay,Fixation1.OnsetTime,Fixation1.OnsetToOnsetTime,Fixation1.RESP,Fixation1.RT,Fixation1.RTTime,ImageDisplay1.ACC,ImageDisplay1.CRESP,ImageDisplay1.DEVICE,ImageDisplay1.DurationError,ImageDisplay1.OnsetDelay,ImageDisplay1.OnsetTime,ImageDisplay1.OnsetToOnsetTime,ImageDisplay1.RESP,ImageDisplay1.RT,ImageDisplay1.RTTime,ImageDisplay2.ACC,ImageDisplay2.CRESP,ImageDisplay2.DEVICE,ImageDisplay2.DurationError,ImageDisplay2.OnsetDelay,ImageDisplay2.OnsetTime,ImageDisplay2.OnsetToOnsetTime,ImageDisplay2.RESP,ImageDisplay2.RT,ImageDisplay2.RTTime,MenuItem,Procedure[Block],Run1,Run1.Cycle,Run1.Sample,Running[Block],RunNum,Trial,BlockList,BlockList.Cycle,BlockList.Sample,DisplayLetter.DEVICE[Trial],Fixation14.ACC,Fixation14.CRESP,Fixation14.DEVICE,Fixation14.DurationError,Fixation14.OnsetDelay,Fixation14.OnsetTime,Fixation14.OnsetToOnsetTime,Fixation14.RESP,Fixation14.RT,Fixation14.RTTime,PracBlockList2,PracBlockList2.Cycle,PracBlockList2.Sample,Procedure[Trial],Running[Trial],SubTrial,CorrectResponse,DisplayBlack.ACC,DisplayBlack.CRESP,DisplayBlack.DEVICE,DisplayBlack.DurationError,DisplayBlack.OnsetDelay,DisplayBlack.OnsetTime,DisplayBlack.OnsetToOnsetTime,DisplayBlack.RESP,DisplayBlack.RT,DisplayBlack.RTTime,DisplayLetter.ACC,DisplayLetter.CRESP,DisplayLetter.DEVICE[SubTrial],DisplayLetter.DurationError,DisplayLetter.OnsetDelay,DisplayLetter.OnsetTime,DisplayLetter.OnsetToOnsetTime,DisplayLetter.RESP,DisplayLetter.RT,DisplayLetter.RTTime,EBList,event,finalRT,firstACC,firstON,firstRESP,firstRT,ImageFile1,ImageFile2,LearnTrialList,LearnTrialList.Cycle,LearnTrialList.Sample,PracTrialList,PracTrialList.Cycle,PracTrialList.Sample,PracTrialList3,PracTrialList3.Cycle,PracTrialList3.Sample,Procedure[SubTrial],RList[SubTrial],Running[SubTrial],TrialType
ASRT_dog_3T_fMRI_800_600_Run1,13,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">6175170199949</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-13-1,60.319,EBList,1.0.0.735,1,Keyboard,Keyboard,13,-992018570,RList,Full,3.0.3.60,3.0.3.60,03-26-2019,2019-03-26 오전 3:18:52,12:18:52,3.0.3.43,1,0,,Keyboard,-999999,16,686665,0,s,6677,693342,0,,Keyboard,-999999,17,1719351,0,{SPACE},60171,1779522,0,,Keyboard,-999999,9,698851,0,s,491,699342,Press,PressRunProc1,1,1,1,Run1,1,1,,,,,0,,Keyboard,-999999,9,758851,0,s,491,759342,1,1,1,PracBlockProc2,PracBlockList2,1,4,,,,,,,,,,,0,,,-1,1,699663,0,,0,0,,4,-699663,0,699663,,0,Images\B4.bmp,Images\B4.bmp,,,,,,,1,1,1,TrialProc,4,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,13,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">6175170199949</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-13-1,60.319,EBList,1.0.0.735,1,Keyboard,Keyboard,13,-992018570,RList,Full,3.0.3.60,3.0.3.60,03-26-2019,2019-03-26 오전 3:18:52,12:18:52,3.0.3.43,1,0,,Keyboard,-999999,16,686665,0,s,6677,693342,0,,Keyboard,-999999,17,1719351,0,{SPACE},60171,1779522,0,,Keyboard,-999999,9,698851,0,s,491,699342,Press,PressRunProc1,1,1,1,Run1,1,1,,,,,0,,Keyboard,-999999,9,758851,0,s,491,759342,1,1,1,PracBlockProc2,PracBlockList2,2,1,,,,,,,,,,,1,1,Keyboard,-11,11,700293,0,1,396,700689,,1,396,1,700293,1,396,Images\B1.bmp,Images\B1.bmp,,,,,,,1,2,2,TrialProc,1,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,13,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">6175170199949</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-13-1,60.319,EBList,1.0.0.735,1,Keyboard,Keyboard,13,-992018570,RList,Full,3.0.3.60,3.0.3.60,03-26-2019,2019-03-26 오전 3:18:52,12:18:52,3.0.3.43,1,0,,Keyboard,-999999,16,686665,0,s,6677,693342,0,,Keyboard,-999999,17,1719351,0,{SPACE},60171,1779522,0,,Keyboard,-999999,9,698851,0,s,491,699342,Press,PressRunProc1,1,1,1,Run1,1,1,,,,,0,,Keyboard,-999999,9,758851,0,s,491,759342,1,1,1,PracBlockProc2,PracBlockList2,3,1,,,,,,,,,,,1,1,Keyboard,-5,5,700907,0,1,370,701277,,1,370,1,700907,1,370,Images\B1.bmp,Images\B1.bmp,,,,,,,1,3,3,TrialProc,1,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,13,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">6175170199949</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-13-1,60.319,EBList,1.0.0.735,1,Keyboard,Keyboard,13,-992018570,RList,Full,3.0.3.60,3.0.3.60,03-26-2019,2019-03-26 오전 3:18:52,12:18:52,3.0.3.43,1,0,,Keyboard,-999999,16,686665,0,s,6677,693342,0,,Keyboard,-999999,17,1719351,0,{SPACE},60171,1779522,0,,Keyboard,-999999,9,698851,0,s,491,699342,Press,PressRunProc1,1,1,1,Run1,1,1,,,,,0,,Keyboard,-999999,9,758851,0,s,491,759342,1,1,1,PracBlockProc2,PracBlockList2,4,1,,,,,,,,,,,1,1,Keyboard,-15,15,701537,0,1,401,701938,,1,401,1,701537,1,401,Images\B1.bmp,Images\B1.bmp,,,,,,,1,4,4,TrialProc,1,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,13,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">6175170199949</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-13-1,60.319,EBList,1.0.0.735,1,Keyboard,Keyboard,13,-992018570,RList,Full,3.0.3.60,3.0.3.60,03-26-2019,2019-03-26 오전 3:18:52,12:18:52,3.0.3.43,1,0,,Keyboard,-999999,16,686665,0,s,6677,693342,0,,Keyboard,-999999,17,1719351,0,{SPACE},60171,1779522,0,,Keyboard,-999999,9,698851,0,s,491,699342,Press,PressRunProc1,1,1,1,Run1,1,1,,,,,0,,Keyboard,-999999,9,758851,0,s,491,759342,1,1,1,PracBlockProc2,PracBlockList2,5,1,,,,,,,,,,,1,1,Keyboard,-8,8,702150,0,1,359,702509,,1,359,1,702150,1,359,Images\B1.bmp,Images\B1.bmp,,,,,,,1,5,5,TrialProc,1,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,13,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">6175170199949</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-13-1,60.319,EBList,1.0.0.735,1,Keyboard,Keyboard,13,-992018570,RList,Full,3.0.3.60,3.0.3.60,03-26-2019,2019-03-26 오전 3:18:52,12:18:52,3.0.3.43,1,0,,Keyboard,-999999,16,686665,0,s,6677,693342,0,,Keyboard,-999999,17,1719351,0,{SPACE},60171,1779522,0,,Keyboard,-999999,9,698851,0,s,491,699342,Press,PressRunProc1,1,1,1,Run1,1,1,,,,,0,,Keyboard,-999999,9,758851,0,s,491,759342,1,1,1,PracBlockProc2,PracBlockList2,6,2,,,,,,,,,,,0,2,Keyboard,-2,2,702764,0,3,365,703129,,2,,0,702764,3,365,Images\B2.bmp,Images\B2.bmp,,,,,,,1,6,6,TrialProc,2,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,13,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">6175170199949</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-13-1,60.319,EBList,1.0.0.735,1,Keyboard,Keyboard,13,-992018570,RList,Full,3.0.3.60,3.0.3.60,03-26-2019,2019-03-26 오전 3:18:52,12:18:52,3.0.3.43,1,0,,Keyboard,-999999,16,686665,0,s,6677,693342,0,,Keyboard,-999999,17,1719351,0,{SPACE},60171,1779522,0,,Keyboard,-999999,9,698851,0,s,491,699342,Press,PressRunProc1,1,1,1,Run1,1,1,,,,,0,,Keyboard,-999999,9,758851,0,s,491,759342,1,1,1,PracBlockProc2,PracBlockList2,7,2,,,,,,,,,,,1,2,Keyboard,-12,12,703394,0,2,348,703742,,2,348,1,703394,2,348,Images\B2.bmp,Images\B2.bmp,,,,,,,1,7,7,TrialProc,2,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,13,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">6175170199949</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-13-1,60.319,EBList,1.0.0.735,1,Keyboard,Keyboard,13,-992018570,RList,Full,3.0.3.60,3.0.3.60,03-26-2019,2019-03-26 오전 3:18:52,12:18:52,3.0.3.43,1,0,,Keyboard,-999999,16,686665,0,s,6677,693342,0,,Keyboard,-999999,17,1719351,0,{SPACE},60171,1779522,0,,Keyboard,-999999,9,698851,0,s,491,699342,Press,PressRunProc1,1,1,1,Run1,1,1,,,,,0,,Keyboard,-999999,9,758851,0,s,491,759342,1,1,1,PracBlockProc2,PracBlockList2,8,4,,,,,,,,,,,1,4,Keyboard,-5,5,704007,0,4,338,704345,,4,338,1,704007,4,338,Images\B4.bmp,Images\B4.bmp,,,,,,,1,8,8,TrialProc,4,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,13,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">6175170199949</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-13-1,60.319,EBList,1.0.0.735,1,Keyboard,Keyboard,13,-992018570,RList,Full,3.0.3.60,3.0.3.60,03-26-2019,2019-03-26 오전 3:18:52,12:18:52,3.0.3.43,1,0,,Keyboard,-999999,16,686665,0,s,6677,693342,0,,Keyboard,-999999,17,1719351,0,{SPACE},60171,1779522,0,,Keyboard,-999999,9,698851,0,s,491,699342,Press,PressRunProc1,1,1,1,Run1,1,1,,,,,0,,Keyboard,-999999,9,758851,0,s,491,759342,1,1,1,PracBlockProc2,PracBlockList2,9,2,,,,,,,,,,,1,2,Keyboard,-15,15,704637,0,2,404,705041,,2,404,1,704637,2,404,Images\B2.bmp,Images\B2.bmp,,,,,,,1,9,9,TrialProc,2,PracTrialList3,Prac
ASRT_dog_3T_fMRI_800_600_Run1,13,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">6175170199949</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-26T03:18:52Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ASRT_dog_3T_fMRI_800_600_Run1-13-1,60.319,EBList,1.0.0.735,1,Keyboard,Keyboard,13,-992018570,RList,Full,3.0.3.60,3.0.3.60,03-26-2019,2019-03-26 오전 3:18:52,12:18:52,3.0.3.43,1,0,,Keyboard,-999999,16,686665,0,s,6677,693342,0,,Keyboard,-999999,17,1719351,0,{SPACE},60171,1779522,0,,Keyboard,-999999,9,698851,0,s,491,699342,Press,PressRunProc1,1,1,1,Run1,1,1,,,,,0,,Keyboard,-999999,9,758851,0,s,491,759342,1,1,1,PracBlockProc2,PracBlockList2,10,2,,,,,,,,,,,1,2,Keyboard,-9,9,705251,0,2,328,705579,,2,328,1,705251,2,328,Images\B2.bmp,Images\B2.bmp,,,,,,,1,10,10,TrialProc,2,PracTrialList3,Prac
